Student_ID,High_School_Graduation_GPA,Daily_Study_Hours,Weekly_Study_Hours,Field_of_Study,Gender,School_Type,Region,General_Study_Environment,Favorite_Subject,Target_University,Career_Goal,Exam_Stress_Level,OBP_to_be_Added_to_Score,TYT_Score,AYT_Score
3693,50.29,2.8,12.6,Numerical,Male,Public,Marmara,Home,Physics,Koc University (Foundation),Physicist,5,30.2,233.564,282.83
3694,68.2,3.7,25.6,Verbal,Female,Public,Marmara,Library,Literature,State University,Lawyer,6,40.9,291.983,335.101
3695,69.62,3.8,18.9,Foreign Language,Female,Public,Eastern Anatolia,Home,German,Foundation University,Writer,2,41.8,295.891,319.035
3696,78.05,7.3,50.3,Equal Weight,Male,Public,Eastern Anatolia,Cram School,Mathematics,Ankara University (State),Doctor,1,46.8,314.77,344.351
3697,88.82,7.5,36.5,Verbal,Female,Public,Central Anatolia,Home,Mathematics,State University,Lawyer,1,53.3,384.12,369.641
3698,98.84,7.0,34.5,Numerical,Male,Private,Central Anatolia,Home,Physics,Bilkent University (Foundation),Software Developer,7,59.3,358.858,360.662
3699,60.49,5.8,33.8,Numerical,Male,Public,Central Anatolia,Cram School,Mathematics,Bogazici University (State),Software Developer,10,36.3,275.942,298.793
3700,65.28,3.8,25.1,Verbal,Male,Private,Marmara,Cram School,History,Foundation University,Social Worker,2,39.2,291.783,337.472
3701,92.87,8.9,44.5,Foreign Language,Female,Private,Southeastern Anatolia,Cram School,Literature,METU (State),Translator,9,55.7,347.263,378.8
3702,83.58,8.3,49.3,Equal Weight,Female,Private,Marmara,Cram School,Mathematics,Bilkent University (Foundation),Journalist,4,50.1,363.273,397.193
3703,75.71,4.9,28.6,Equal Weight,Male,Public,Aegean,Home,Mathematics,ITU (State),Social Worker,2,45.4,323.803,305.861
3704,73.63,6.6,32.6,Numerical,Female,Public,Central Anatolia,Mixed,Biology,Foundation University,Software Developer,4,44.2,316.981,330.086
3705,79.37,5.2,31.1,Verbal,Female,Private,Aegean,Mixed,Literature,Ankara University (State),Lawyer,5,47.6,323.684,348.931
3706,97.52,6.6,32.2,Verbal,Male,Private,Aegean,Cram School,History,ITU (State),Lawyer,8,58.5,372.224,377.837
3707,63.48,3.5,19.4,Numerical,Female,Private,Aegean,Mixed,Biology,Ankara University (State),Doctor,1,38.1,283.236,306.99
3708,87.5,7.4,51.0,Verbal,Male,Private,Marmara,Library,Literature,ITU (State),Lawyer,3,52.5,398.944,422.819
3709,55.97,5.0,23.2,Equal Weight,Female,Private,Mediterranean,Mixed,Biology,Sabanci University (Foundation),Engineer,9,33.6,260.727,271.793
3710,91.0,8.2,57.2,Equal Weight,Female,Private,Marmara,Library,Mathematics,Koc University (Foundation),Psychologist,10,54.6,345.594,370.917
3711,52.81,4.1,27.0,Equal Weight,Female,Public,Southeastern Anatolia,Cram School,Mathematics,State University,Engineer,4,31.7,265.342,267.644
3712,67.28,4.9,28.5,Equal Weight,Male,Public,Aegean,Home,Physics,State University,Physicist,1,40.4,309.903,301.082
3713,65.18,6.0,28.8,Numerical,Female,Public,Eastern Anatolia,Mixed,Physics,Ankara University (State),Data Analyst,7,39.1,269.416,279.541
3714,52.32,6.1,41.9,Numerical,Female,Public,Black Sea,Home,Physics,Sabanci University (Foundation),Doctor,5,31.4,259.788,271.078
3715,86.24,8.4,50.0,Numerical,Male,Public,Aegean,Cram School,Biology,Foundation University,Software Developer,1,51.7,362.775,400.907
3716,61.43,4.2,25.1,Equal Weight,Female,Public,Marmara,Library,Biology,Foundation University,Lawyer,10,36.9,295.584,268.476
3717,63.42,5.8,27.3,Equal Weight,Female,Private,Black Sea,Home,Geography,Foundation University,Engineer,6,38.1,306.165,308.961
3718,92.17,9.1,63.5,Equal Weight,Male,Public,Central Anatolia,Home,History,Hacettepe University (State),Engineer,4,55.3,385.804,373.8
3719,86.43,7.4,36.4,Foreign Language,Male,Public,Marmara,Home,English,Bogazici University (State),Artist,8,51.9,348.167,360.538
3720,75.78,6.4,30.4,Equal Weight,Female,Public,Eastern Anatolia,Library,Geography,Foundation University,Physicist,7,45.5,303.502,317.473
3721,75.14,6.0,35.5,Foreign Language,Female,Public,Marmara,Home,German,Foundation University,Writer,8,45.1,331.846,322.071
3722,69.52,7.3,35.1,Equal Weight,Female,Private,Marmara,Home,Literature,Sabanci University (Foundation),Doctor,9,41.7,325.087,316.233
3723,72.91,7.1,42.2,Equal Weight,Female,Public,Mediterranean,Library,Geography,State University,Social Worker,2,43.7,332.394,356.345
3724,75.38,6.2,41.8,Numerical,Female,Private,Central Anatolia,Home,History,State University,Engineer,1,45.2,341.89,355.897
3725,76.67,7.6,44.1,Equal Weight,Male,Private,Aegean,Library,Geography,State University,Lawyer,2,46.0,346.226,388.867
3726,97.94,8.7,51.8,Verbal,Male,Public,Central Anatolia,Home,Literature,Ankara University (State),Teacher,5,58.8,373.193,389.438
3727,65.6,4.4,29.4,Foreign Language,Female,Private,Aegean,Mixed,English,State University,Translator,1,39.4,291.157,322.346
3728,66.74,6.5,37.9,Numerical,Male,Public,Central Anatolia,Mixed,Physics,Foundation University,Physicist,5,40.0,275.919,353.846
3729,84.9,8.3,40.5,Numerical,Male,Public,Aegean,Cram School,Chemistry,Foundation University,Data Analyst,4,50.9,339.006,380.634
3730,92.89,7.1,33.6,Equal Weight,Male,Public,Eastern Anatolia,Mixed,History,Foundation University,Physicist,8,55.7,340.329,358.003
3731,73.17,4.7,32.8,Numerical,Female,Public,Black Sea,Cram School,History,Foundation University,Engineer,9,43.9,276.574,303.456
3732,58.9,4.1,24.5,Equal Weight,Male,Public,Eastern Anatolia,Home,Mathematics,State University,Physicist,2,35.3,275.277,293.808
3733,89.28,6.3,36.2,Numerical,Female,Public,Mediterranean,Home,Chemistry,Foundation University,Engineer,10,53.6,330.416,374.221
3734,58.84,6.2,29.9,Numerical,Female,Public,Central Anatolia,Cram School,Mathematics,State University,Physicist,0,35.3,286.464,331.015
3735,72.59,6.7,46.6,Equal Weight,Male,Private,Eastern Anatolia,Home,Geography,Foundation University,Physicist,8,43.6,328.315,321.053
3736,53.99,2.9,15.7,Numerical,Female,Public,Marmara,Mixed,Mathematics,Foundation University,Engineer,8,32.4,232.91,260.594
3737,75.09,5.1,23.9,Numerical,Female,Public,Central Anatolia,Mixed,Mathematics,Foundation University,Physicist,8,45.1,267.893,341.84
3738,66.52,4.2,24.2,Numerical,Female,Public,Marmara,Home,Physics,Foundation University,Software Developer,9,39.9,281.387,292.537
3739,58.25,5.5,32.6,Equal Weight,Female,Public,Marmara,Mixed,Biology,METU (State),Psychologist,8,34.9,267.916,276.456
3740,54.17,4.8,22.3,Numerical,Female,Public,Marmara,Home,Physics,ITU (State),Software Developer,3,32.5,268.814,320.047
3741,74.26,4.6,31.0,Numerical,Female,Public,Aegean,Home,Mathematics,State University,Software Developer,2,44.6,318.294,337.582
3742,79.28,5.4,30.9,Equal Weight,Male,Public,Marmara,Library,History,Foundation University,Data Analyst,2,47.6,334.109,344.235
3743,98.96,6.4,30.4,Verbal,Male,Public,Marmara,Library,History,Sabanci University (Foundation),Journalist,9,59.4,373.311,369.858
3744,52.83,2.6,17.4,Foreign Language,Female,Public,Central Anatolia,Home,English,Bilkent University (Foundation),Writer,7,31.7,241.612,263.515
3745,66.63,5.9,28.8,Verbal,Female,Public,Black Sea,Home,Literature,Foundation University,Teacher,7,40.0,263.464,283.118
3746,65.2,5.2,30.5,Foreign Language,Female,Private,Eastern Anatolia,Library,French,Foundation University,Translator,2,39.1,292.91,321.359
3747,90.72,8.3,40.0,Equal Weight,Male,Private,Central Anatolia,Mixed,Mathematics,State University,Journalist,6,54.4,356.12,369.301
3748,82.2,7.2,42.8,Numerical,Female,Private,Black Sea,Mixed,Mathematics,Hacettepe University (State),Software Developer,5,49.3,338.587,364.75
3749,65.45,5.3,24.6,Verbal,Male,Public,Central Anatolia,Cram School,History,State University,Social Worker,8,39.3,273.994,312.99
3750,60.41,3.0,16.2,Numerical,Female,Public,Central Anatolia,Mixed,Chemistry,Foundation University,Data Analyst,3,36.2,258.294,291.346
3751,97.42,8.5,49.4,Numerical,Male,Public,Marmara,Library,History,State University,Engineer,2,58.5,400.617,379.492
3752,94.67,6.0,28.8,Equal Weight,Female,Private,Marmara,Library,History,METU (State),Social Worker,9,56.8,336.766,338.904
3753,63.89,4.8,28.5,Numerical,Female,Public,Southeastern Anatolia,Home,History,State University,Physicist,1,38.3,308.709,308.597
3754,85.71,6.2,29.3,Numerical,Male,Public,Central Anatolia,Mixed,Physics,METU (State),Data Analyst,6,51.4,333.195,361.528
3755,84.31,5.8,33.8,Verbal,Male,Public,Black Sea,Cram School,Literature,State University,Social Worker,0,50.6,338.799,381.677
3756,98.53,7.5,37.1,Verbal,Male,Private,Black Sea,Mixed,History,State University,Social Worker,5,59.1,392.944,390.027
3757,93.48,7.0,48.6,Numerical,Male,Private,Mediterranean,Library,Mathematics,METU (State),Software Developer,8,56.1,347.956,397.735
3758,53.4,3.3,22.0,Numerical,Female,Public,Marmara,Mixed,Chemistry,Foundation University,Doctor,10,32.0,232.674,261.203
3759,86.15,6.1,30.5,Equal Weight,Male,Public,Central Anatolia,Mixed,Literature,ITU (State),Physicist,5,51.7,348.463,351.852
3760,82.88,8.2,47.7,Equal Weight,Female,Private,Central Anatolia,Cram School,History,State University,Engineer,3,49.7,359.968,367.467
3761,91.71,8.1,56.1,Verbal,Female,Private,Marmara,Library,Literature,METU (State),Social Worker,4,55.0,374.791,413.116
3762,68.63,4.2,28.1,Verbal,Male,Public,Aegean,Mixed,Physics,Ankara University (State),Lawyer,6,41.2,292.228,285.651
3763,64.02,6.8,47.0,Foreign Language,Female,Public,Marmara,Home,German,Foundation University,Teacher,10,38.4,302.561,314.939
3764,53.89,6.2,35.3,Numerical,Male,Public,Marmara,Cram School,Physics,Bogazici University (State),Doctor,3,32.3,288.458,341.376
3765,55.0,2.5,14.9,Numerical,Female,Public,Aegean,Home,Biology,State University,Doctor,11,33.0,227.615,274.833
3766,75.93,8.0,55.3,Verbal,Male,Private,Marmara,Home,History,Bogazici University (State),Social Worker,1,45.6,340.678,384.476
3767,64.89,3.2,15.5,Numerical,Female,Public,Mediterranean,Mixed,Mathematics,Hacettepe University (State),Software Developer,7,38.9,285.672,281.573
3768,98.98,9.1,44.0,Verbal,Male,Private,Marmara,Library,History,Foundation University,Psychologist,4,59.4,394.219,411.45
3769,93.86,5.9,34.5,Numerical,Female,Private,Eastern Anatolia,Home,Literature,ITU (State),Physicist,6,56.3,350.034,361.976
3770,63.33,6.3,29.7,Numerical,Male,Public,Central Anatolia,Home,Biology,Foundation University,Data Analyst,3,38.0,313.195,303.105
3771,52.81,4.0,23.0,Verbal,Female,Public,Mediterranean,Cram School,History,Ankara University (State),Lawyer,1,31.7,279.409,309.077
3772,63.67,5.4,26.9,Numerical,Female,Public,Southeastern Anatolia,Mixed,Chemistry,Foundation University,Doctor,7,38.2,263.75,277.977
3773,51.97,2.2,12.1,Verbal,Female,Public,Mediterranean,Mixed,History,State University,Journalist,3,31.2,228.256,279.699
3774,52.34,5.2,24.3,Equal Weight,Male,Public,Mediterranean,Mixed,Physics,Ankara University (State),Engineer,6,31.4,235.069,260.522
3775,57.25,3.9,22.1,Equal Weight,Female,Public,Mediterranean,Mixed,Physics,State University,Data Analyst,10,34.4,236.94,258.427
3776,87.55,5.0,24.9,Verbal,Female,Public,Eastern Anatolia,Mixed,History,METU (State),Journalist,7,52.5,300.813,334.298
3777,72.21,5.9,28.7,Verbal,Female,Public,Marmara,Mixed,History,Foundation University,Psychologist,7,43.3,314.159,335.468
3778,71.94,7.2,41.8,Verbal,Female,Public,Aegean,Home,Geography,Foundation University,Social Worker,6,43.2,305.352,323.917
3779,93.38,8.4,49.1,Verbal,Male,Private,Central Anatolia,Library,Literature,Ankara University (State),Psychologist,11,56.0,347.822,364.893
3780,84.63,6.0,34.3,Numerical,Male,Public,Aegean,Library,Biology,Foundation University,Data Analyst,1,50.8,345.903,355.018
3781,65.36,5.0,34.4,Numerical,Male,Public,Central Anatolia,Home,History,Koc University (Foundation),Engineer,4,39.2,311.897,328.056
3782,58.12,5.2,29.7,Verbal,Male,Private,Central Anatolia,Library,Geography,ITU (State),Psychologist,8,34.9,304.705,309.905
3783,61.11,3.9,18.9,Numerical,Male,Private,Mediterranean,Library,Mathematics,Hacettepe University (State),Data Analyst,4,36.7,287.452,299.449
3784,66.66,3.5,20.2,Equal Weight,Male,Public,Black Sea,Mixed,Geography,State University,Engineer,10,40.0,239.805,243.603
3785,61.72,3.7,21.8,Numerical,Female,Public,Central Anatolia,Mixed,Mathematics,ITU (State),Physicist,8,37.0,262.623,259.239
3786,53.22,3.4,19.2,Numerical,Female,Public,Mediterranean,Mixed,Chemistry,State University,Physicist,8,31.9,252.014,263.877
3787,82.27,5.3,30.4,Numerical,Male,Public,Mediterranean,Cram School,Mathematics,Foundation University,Doctor,7,49.4,335.612,358.994
3788,65.85,6.8,46.1,Numerical,Female,Public,Southeastern Anatolia,Home,Chemistry,METU (State),Doctor,2,39.5,309.574,322.35
3789,86.78,7.7,52.5,Numerical,Female,Public,Marmara,Home,Mathematics,State University,Software Developer,4,52.1,359.935,386.518
3790,50.51,5.8,40.4,Equal Weight,Female,Public,Mediterranean,Home,History,State University,Social Worker,8,30.3,237.872,260.383
3791,99.74,8.8,52.2,Equal Weight,Male,Public,Southeastern Anatolia,Library,Biology,State University,Doctor,7,59.8,369.529,364.607
3792,52.2,5.3,30.6,Foreign Language,Female,Public,Black Sea,Home,English,State University,Artist,5,31.3,266.626,289.955
3793,68.93,6.5,44.6,Numerical,Male,Public,Marmara,Home,Literature,State University,Software Developer,5,41.4,319.39,310.296
3794,91.36,8.5,41.6,Verbal,Female,Private,Black Sea,Library,Mathematics,METU (State),Teacher,9,54.8,351.906,347.492
3795,91.0,6.8,39.2,Verbal,Female,Private,Marmara,Library,Literature,Hacettepe University (State),Teacher,5,54.6,370.458,366.225
3796,78.05,4.3,24.3,Numerical,Male,Public,Central Anatolia,Mixed,Physics,METU (State),Engineer,11,46.8,294.815,307.883
3797,55.11,3.7,17.6,Numerical,Female,Public,Eastern Anatolia,Cram School,Mathematics,Foundation University,Physicist,1,33.1,274.884,261.328
3798,95.41,6.3,37.1,Numerical,Female,Private,Eastern Anatolia,Mixed,Biology,Ankara University (State),Physicist,8,57.2,358.283,382.155
3799,79.19,6.9,34.2,Equal Weight,Male,Public,Central Anatolia,Home,History,ITU (State),Physicist,0,47.5,346.999,364.819
3800,92.17,6.8,33.9,Verbal,Male,Private,Aegean,Library,Geography,ITU (State),Teacher,7,55.3,344.531,360.083
3801,92.69,5.4,36.8,Numerical,Female,Private,Aegean,Library,Biology,Bogazici University (State),Data Analyst,7,55.6,350.026,380.962
3802,93.35,7.3,49.7,Numerical,Male,Public,Aegean,Mixed,Chemistry,Foundation University,Physicist,7,56.0,356.191,378.068
3803,75.28,6.6,32.0,Numerical,Male,Public,Mediterranean,Cram School,Literature,Koc University (Foundation),Doctor,3,45.2,307.486,299.389
3804,89.0,8.6,58.3,Numerical,Female,Private,Central Anatolia,Home,Physics,Foundation University,Data Analyst,6,53.4,363.064,400.276
3805,63.25,6.7,45.7,Verbal,Male,Public,Southeastern Anatolia,Mixed,Mathematics,Ankara University (State),Social Worker,8,37.9,259.618,283.041
3806,85.16,7.8,45.1,Equal Weight,Female,Public,Marmara,Home,Geography,ITU (State),Physicist,1,51.1,375.386,357.281
3807,70.36,4.0,18.3,Equal Weight,Female,Public,Black Sea,Home,History,State University,Engineer,9,42.2,256.094,293.35
3808,68.84,4.1,27.1,Verbal,Female,Private,Southeastern Anatolia,Mixed,History,ITU (State),Psychologist,7,41.3,304.646,333.152
3809,91.1,7.7,45.5,Numerical,Male,Private,Aegean,Cram School,Mathematics,Foundation University,Data Analyst,4,54.7,367.13,396.654
3810,87.03,6.6,32.0,Verbal,Female,Private,Mediterranean,Cram School,Literature,State University,Teacher,4,52.2,364.621,353.946
3811,63.19,5.6,37.7,Numerical,Female,Public,Aegean,Library,Biology,Hacettepe University (State),Data Analyst,7,37.9,298.793,308.163
3812,78.71,5.0,28.2,Foreign Language,Male,Public,Eastern Anatolia,Cram School,Literature,Foundation University,Translator,1,47.2,341.335,344.826
3813,55.57,3.9,22.9,Verbal,Male,Public,Mediterranean,Mixed,Geography,Sabanci University (Foundation),Journalist,9,33.3,244.847,262.837
3814,98.72,7.0,33.1,Verbal,Female,Private,Central Anatolia,Cram School,History,Sabanci University (Foundation),Social Worker,11,59.2,360.878,386.847
3815,54.01,4.2,23.7,Foreign Language,Female,Public,Aegean,Mixed,French,Foundation University,Teacher,9,32.4,253.677,261.518
3816,72.11,7.0,40.6,Numerical,Female,Private,Marmara,Home,Mathematics,Bilkent University (Foundation),Engineer,4,43.3,340.537,355.605
3817,67.51,4.9,34.1,Foreign Language,Female,Public,Mediterranean,Cram School,English,ITU (State),Writer,1,40.5,321.685,352.512
3818,61.43,5.4,37.7,Foreign Language,Female,Public,Central Anatolia,Home,German,Foundation University,Translator,1,36.9,306.748,324.797
3819,55.51,6.0,40.6,Verbal,Female,Public,Eastern Anatolia,Home,Geography,Foundation University,Social Worker,5,33.3,269.356,302.276
3820,56.02,3.1,13.6,Equal Weight,Female,Public,Eastern Anatolia,Mixed,Mathematics,Bogazici University (State),Lawyer,10,33.6,207.811,210.612
3821,98.52,8.8,43.8,Equal Weight,Female,Private,Black Sea,Mixed,Mathematics,Bogazici University (State),Doctor,9,59.1,385.175,363.386
3822,91.85,7.9,55.1,Equal Weight,Female,Private,Aegean,Home,Geography,METU (State),Psychologist,4,55.1,367.58,382.211
3823,79.43,7.5,52.5,Numerical,Male,Public,Eastern Anatolia,Home,History,ITU (State),Doctor,4,47.7,341.765,309.817
3824,96.85,7.9,54.8,Equal Weight,Male,Public,Aegean,Library,History,Hacettepe University (State),Software Developer,7,58.1,376.815,370.147
3825,77.17,4.7,32.0,Equal Weight,Female,Private,Marmara,Mixed,Mathematics,METU (State),Engineer,7,46.3,326.337,312.861
3826,67.38,7.3,42.9,Equal Weight,Male,Public,Aegean,Home,Biology,Foundation University,Software Developer,8,40.4,278.656,318.33
3827,80.19,6.6,39.5,Verbal,Male,Private,Marmara,Mixed,History,Hacettepe University (State),Lawyer,7,48.1,344.974,363.691
3828,76.9,6.2,36.6,Numerical,Female,Private,Marmara,Mixed,Chemistry,Ankara University (State),Data Analyst,5,46.1,357.556,337.562
3829,63.17,6.6,37.8,Verbal,Female,Public,Marmara,Home,Literature,Foundation University,Psychologist,5,37.9,303.266,321.775
3830,52.38,3.9,21.7,Verbal,Female,Public,Black Sea,Library,Literature,Bogazici University (State),Social Worker,4,31.4,249.772,267.402
3831,51.22,3.6,23.3,Equal Weight,Female,Public,Eastern Anatolia,Cram School,History,State University,Physicist,10,30.7,228.372,258.608
3832,69.37,7.3,41.8,Equal Weight,Male,Public,Central Anatolia,Home,Mathematics,Foundation University,Journalist,6,41.6,316.916,329.558
3833,92.16,7.4,44.2,Equal Weight,Female,Private,Marmara,Home,History,State University,Engineer,3,55.3,384.915,408.635
3834,60.34,3.3,15.0,Numerical,Female,Public,Southeastern Anatolia,Library,Biology,ITU (State),Software Developer,3,36.2,271.708,305.347
3835,91.27,8.0,55.2,Numerical,Male,Private,Central Anatolia,Mixed,Physics,State University,Doctor,7,54.8,395.475,408.617
3836,74.53,4.1,22.8,Numerical,Female,Public,Mediterranean,Home,Biology,Koc University (Foundation),Data Analyst,9,44.7,287.62,311.541
3837,68.54,3.9,22.4,Numerical,Male,Public,Marmara,Home,Biology,METU (State),Software Developer,6,41.1,292.184,278.515
3838,98.78,7.1,33.6,Equal Weight,Female,Private,Central Anatolia,Home,History,Sabanci University (Foundation),Physicist,9,59.3,340.644,383.659
3839,55.57,2.9,18.8,Verbal,Female,Public,Black Sea,Home,History,State University,Lawyer,7,33.3,230.381,287.21
3840,81.56,4.8,22.7,Numerical,Female,Private,Black Sea,Mixed,Physics,State University,Physicist,2,48.9,337.083,376.246
3841,91.17,7.5,43.3,Foreign Language,Male,Public,Marmara,Mixed,Literature,Foundation University,Writer,8,54.7,349.916,360.608
3842,62.94,4.5,21.6,Equal Weight,Female,Public,Aegean,Home,Mathematics,Koc University (Foundation),Social Worker,8,37.8,274.42,293.6
3843,73.47,7.3,50.8,Verbal,Male,Private,Marmara,Home,Geography,ITU (State),Lawyer,6,44.1,326.79,365.761
3844,53.87,6.2,36.7,Numerical,Female,Private,Central Anatolia,Mixed,Literature,Foundation University,Physicist,10,32.3,264.885,231.458
3845,71.25,7.1,34.7,Foreign Language,Female,Public,Marmara,Mixed,German,Foundation University,Teacher,6,42.8,310.122,327.193
3846,98.36,8.3,49.5,Foreign Language,Female,Private,Eastern Anatolia,Home,German,Hacettepe University (State),Artist,7,59.0,370.539,402.9
3847,90.36,5.3,36.9,Numerical,Female,Private,Central Anatolia,Mixed,History,Sabanci University (Foundation),Data Analyst,11,54.2,320.732,326.444
3848,60.08,4.1,22.9,Numerical,Female,Public,Southeastern Anatolia,Home,Physics,Foundation University,Data Analyst,4,36.0,267.243,301.03
3849,66.31,6.4,31.9,Numerical,Male,Public,Marmara,Home,Mathematics,Foundation University,Data Analyst,10,39.8,278.309,291.225
3850,94.5,7.0,48.9,Numerical,Male,Private,Central Anatolia,Mixed,History,Foundation University,Data Analyst,3,56.7,368.055,378.21
3851,89.91,8.3,56.3,Equal Weight,Male,Public,Marmara,Cram School,History,Ankara University (State),Data Analyst,9,53.9,374.482,357.294
3852,71.05,5.4,35.9,Equal Weight,Male,Public,Mediterranean,Home,History,Foundation University,Social Worker,7,42.6,294.364,302.431
3853,98.23,9.7,46.7,Verbal,Male,Private,Aegean,Library,Physics,Bogazici University (State),Journalist,2,58.9,380.252,431.187
3854,55.68,6.4,38.1,Verbal,Female,Public,Central Anatolia,Library,Physics,State University,Psychologist,4,33.4,267.871,306.123
3855,99.11,9.9,49.3,Equal Weight,Female,Private,Mediterranean,Mixed,Biology,Hacettepe University (State),Physicist,1,59.5,391.612,432.414
3856,98.41,9.1,54.4,Equal Weight,Male,Private,Eastern Anatolia,Library,Literature,Bilkent University (Foundation),Teacher,7,59.0,343.444,384.896
3857,59.08,5.4,25.9,Foreign Language,Female,Private,Marmara,Cram School,English,Foundation University,Teacher,3,35.4,308.44,339.172
3858,51.73,4.8,32.7,Equal Weight,Female,Private,Central Anatolia,Home,Mathematics,State University,Doctor,11,31.0,264.808,255.601
3859,59.48,5.0,29.9,Equal Weight,Female,Private,Marmara,Mixed,History,Bilkent University (Foundation),Psychologist,3,35.7,288.962,290.294
3860,57.37,3.1,18.3,Equal Weight,Male,Public,Eastern Anatolia,Cram School,Geography,Foundation University,Teacher,7,34.4,246.191,259.121
3861,65.02,4.8,27.7,Equal Weight,Male,Private,Marmara,Home,Mathematics,Koc University (Foundation),Lawyer,4,39.0,294.385,334.314
3862,50.82,2.5,10.9,Numerical,Male,Public,Central Anatolia,Home,Physics,Bilkent University (Foundation),Data Analyst,3,30.5,244.439,257.044
3863,83.91,4.9,24.2,Equal Weight,Female,Public,Aegean,Mixed,Geography,METU (State),Doctor,2,50.3,347.35,311.385
3864,84.31,8.7,43.5,Numerical,Female,Private,Southeastern Anatolia,Cram School,Physics,METU (State),Software Developer,9,50.6,357.515,351.21
3865,98.8,8.9,51.7,Equal Weight,Female,Private,Marmara,Cram School,Physics,Bilkent University (Foundation),Physicist,3,59.3,398.68,421.942
3866,60.14,4.5,20.6,Equal Weight,Male,Private,Southeastern Anatolia,Home,History,Foundation University,Engineer,9,36.1,288.233,283.346
3867,53.58,2.6,18.2,Equal Weight,Male,Private,Aegean,Library,Literature,Foundation University,Teacher,5,32.1,250.541,270.536
3868,77.45,4.7,31.4,Numerical,Female,Public,Aegean,Library,Mathematics,Foundation University,Software Developer,4,46.5,302.799,352.669
3869,90.96,7.2,34.2,Verbal,Male,Private,Aegean,Library,Literature,Bogazici University (State),Psychologist,5,54.6,382.324,350.994
3870,70.08,7.3,49.5,Equal Weight,Male,Public,Southeastern Anatolia,Library,History,Foundation University,Lawyer,7,42.0,302.747,323.461
3871,60.86,3.2,22.0,Numerical,Male,Private,Eastern Anatolia,Home,Physics,Foundation University,Software Developer,9,36.5,259.48,303.724
3872,79.95,4.5,31.0,Equal Weight,Female,Private,Marmara,Library,Geography,State University,Software Developer,1,48.0,349.641,356.043
3873,52.97,3.2,15.8,Foreign Language,Female,Public,Central Anatolia,Library,French,Bogazici University (State),Writer,2,31.8,253.987,292.837
3874,70.94,4.9,22.7,Equal Weight,Female,Public,Central Anatolia,Home,Mathematics,Bogazici University (State),Software Developer,8,42.6,300.251,285.57
3875,81.41,6.9,40.7,Equal Weight,Female,Public,Central Anatolia,Mixed,Geography,METU (State),Psychologist,4,48.8,356.222,336.675
3876,53.0,4.0,18.0,Verbal,Male,Public,Aegean,Library,Literature,Koc University (Foundation),Psychologist,6,31.8,262.813,312.837
3877,92.3,7.8,37.3,Equal Weight,Female,Public,Southeastern Anatolia,Cram School,Biology,METU (State),Software Developer,4,55.4,352.193,358.347
3878,90.51,7.7,38.0,Equal Weight,Male,Private,Central Anatolia,Library,Geography,Sabanci University (Foundation),Journalist,2,54.3,391.414,367.599
3879,75.67,5.9,34.6,Verbal,Female,Public,Aegean,Cram School,Literature,State University,Psychologist,9,45.4,334.733,307.605
3880,83.38,7.2,34.3,Equal Weight,Female,Private,Aegean,Library,History,Sabanci University (Foundation),Teacher,2,50.0,363.324,354.149
3881,54.64,3.3,15.2,Equal Weight,Male,Public,Eastern Anatolia,Library,History,Sabanci University (Foundation),Doctor,9,32.8,265.09,224.919
3882,79.28,6.7,39.5,Verbal,Male,Public,Eastern Anatolia,Home,Mathematics,State University,Lawyer,0,47.6,335.151,340.312
3883,94.84,8.9,61.6,Foreign Language,Male,Private,Marmara,Cram School,English,Bogazici University (State),Translator,8,56.9,403.144,393.791
3884,59.33,6.0,40.1,Foreign Language,Female,Private,Marmara,Mixed,French,METU (State),Teacher,6,35.6,298.784,321.416
3885,83.7,8.1,47.6,Equal Weight,Female,Private,Aegean,Home,Physics,Koc University (Foundation),Data Analyst,2,50.2,335.238,365.62
3886,98.46,9.4,64.5,Numerical,Female,Private,Black Sea,Library,Biology,Sabanci University (Foundation),Physicist,6,59.1,381.256,419.264
3887,91.88,6.6,45.5,Equal Weight,Male,Private,Aegean,Mixed,Geography,Ankara University (State),Social Worker,3,55.1,361.488,384.543
3888,75.48,8.0,39.0,Equal Weight,Female,Public,Central Anatolia,Home,Geography,Hacettepe University (State),Physicist,6,45.3,323.732,314.797
3889,54.76,2.7,15.8,Numerical,Female,Public,Eastern Anatolia,Home,Mathematics,Foundation University,Engineer,0,32.9,259.439,287.073
3890,82.94,8.6,58.7,Equal Weight,Male,Public,Marmara,Home,Mathematics,Foundation University,Physicist,1,49.8,389.666,404.619
3891,72.19,4.1,28.1,Numerical,Male,Public,Southeastern Anatolia,Home,Chemistry,State University,Doctor,7,43.3,310.73,309.533
3892,96.03,8.6,59.0,Foreign Language,Male,Private,Aegean,Library,German,Bilkent University (Foundation),Artist,3,57.6,398.893,437.952
3893,95.75,8.9,43.3,Numerical,Female,Public,Central Anatolia,Cram School,Chemistry,Sabanci University (Foundation),Engineer,2,57.4,386.393,410.516
3894,83.83,7.0,40.4,Equal Weight,Male,Private,Eastern Anatolia,Home,Geography,Foundation University,Doctor,5,50.3,329.0,354.203
3895,56.24,3.8,17.2,Verbal,Male,Public,Eastern Anatolia,Home,Geography,Foundation University,Teacher,10,33.7,254.968,251.485
3896,82.46,5.0,28.7,Verbal,Male,Public,Aegean,Mixed,Geography,Hacettepe University (State),Lawyer,6,49.5,310.846,324.791
